Player Name,Score,Character,Vehicle,Glider,Tires
Alberto,99456,White Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,99400,White Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,99377,Blue Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Vincent,99307,White Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Vincent,99101,White Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,99219,Birdo (Black),Mr. Scooty,Paper Glider,Azure Roller
Army,112849,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Braydon,112858,Orange Yoshi,Biddybuggy,Parachute,Azure Roller
Alberto,99082,Light-blue Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Pii,59436,Luigi,Biddybuggy,Paper Glider,Button
もぺち,83014,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
bup,78625,Wario,Inkstriker,Flower Glider,Crimson Slim
Army,76655,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Vincent,98995,White Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Technical,69497,Heavy Mii Yoshi,Tanooki Kart,Gold Glider,Crimson Slim
Technical,69446,Funky Kong,Tanooki Kart,Gold Glider,Crimson Slim
Technical,70762,Yoshi,Teddy Buggy,Paper Glider,Roller
Alpaco,105900,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
ths,105649,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,104402,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alpaco,105491,Yoshi,Biddybuggy,Paper Glider,Azure Roller
ths,105341,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
ths,105171,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
ths,105014,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,104759,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,104677,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Bruh,75416,Red Yoshi,Teddy Buggy,Super Glider,Roller
ヘリッパー,75228,Peachette,Teddy Buggy,Super Glider,Azure Roller
ヘリッパー,75124,Peachette,Teddy Buggy,Super Glider,Azure Roller
Technical,75410,Peachette,Teddy Buggy,Super Glider,Roller
Technical,75257,Peachette,Teddy Buggy,Super Glider,Roller
Technical,75212,Yoshi,Teddy Buggy,Super Glider,Roller
Technical,75185,Yoshi,Teddy Buggy,Super Glider,Roller
Technical,75098,Luigi,Teddy Buggy,Paper Glider,Azure Roller
Technical,75053,Luigi,Pipe Frame,Paper Glider,Azure Roller
Technical,74957,Luigi,Pipe Frame,Paper Glider,Azure Roller
Technical,74895,Luigi,Pipe Frame,Paper Glider,Azure Roller
Technical,74776,Luigi,Pipe Frame,Paper Glider,Azure Roller
Alberto,74917,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74845,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74840,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74748,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74614,Kamek,Pipe Frame,Paper Glider,Azure Roller
ths,134377,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132246,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Brandon,134184,Red Yoshi,Biddybuggy,Flower Glider,Roller
Brandon,133555,Red Yoshi,Biddybuggy,Flower Glider,Roller
StervtL,133443,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,133039,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132643,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132510,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132442,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,108397,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,108362,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,108390,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,107796,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,107969,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,107764,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,107418,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Vincent,109173,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
JenZua,107364,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,107073,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Vincent,108972,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Vincent,108727,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Vincent,108514,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Vincent,108439,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Vincent,108282,Light-blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Army,77853,Pauline,Teddy Buggy,Paper Glider,Azure Roller
Army,77518,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,77492,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,77325,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,77264,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,77217,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,77106,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,77067,Pauline,Teddy Buggy,Super Glider,Crimson Slim
Army,76938,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76899,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76868,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76784,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76751,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Ziline,123881,Peachette,Streetle,Paper Glider,Azure Roller
Doodle,87706,Medium Mii Dolphin,Streetle,Paper Glider,Azure Roller
Ziline,123637,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,123228,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,122885,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,122771,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,122561,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,122464,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,122248,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,121514,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,121360,Peachette,Streetle,Paper Glider,Azure Roller
kisaragi,121657,Blue Yoshi,Streetle,Cloud Glider,Azure Roller
はるいろ,122230,Pink Yoshi,Streetle,Paper Glider,Azure Roller
ラス,122171,Light-blue Yoshi,Streetle,Paper Glider,Azure Roller
ラス,121907,Light-blue Yoshi,Streetle,Paper Glider,Azure Roller
ラス,121333,Light-blue Yoshi,Streetle,Paper Glider,Roller
ラス,121281,Light-blue Yoshi,Streetle,Paper Glider,Roller
ラス,121076,Light-blue Yoshi,Streetle,Paper Glider,Roller
iXA,115625,Blue Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Doodle,87654,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Doodle,87569,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Doodle,87421,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Doodle,87275,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Doodle,87188,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Doodle,87131,Yellow Yoshi,Landship,Paper Glider,Azure Roller
Doodle,86878,Yellow Yoshi,Landship,Paper Glider,Azure Roller
Mirai,86970,Peachette,Streetle,Paper Glider,Azure Roller
Mirai,86788,Peachette,Streetle,Paper Glider,Azure Roller
Mirai,86777,Peachette,Streetle,Paper Glider,Azure Roller
Mirai,86640,Peachette,Streetle,Paper Glider,Azure Roller
¥146,118317,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
はすのあ,117969,Birdo,Yoshi Bike,Paper Glider,Roller
Wa,118304,Pink Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Wa,118217,Pink Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Zakaria,118207,Orange Yoshi,Yoshi Bike,Paper Glider,Azure Roller
Angel,118064,White Yoshi,Teddy Buggy,Cloud Glider,Azure Roller
Alberto,117823,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
Alberto,117892,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
Alberto,117509,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
Alberto,117783,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
Alberto,117309,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
Alberto,117372,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
Zae,84701,Peachette,Teddy Buggy,Super Glider,Azure Roller
Alberto,117090,Red Yoshi,Mr. Scooty,Flower Glider,Azure Roller
JenZua,83440,Luigi,Pipe Frame,Paper Glider,Azure Roller
Zae,84583,Peachette,Teddy Buggy,Paper Glider,Azure Roller
JenZua,84445,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,84365,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,84183,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,84079,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,84070,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83928,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83818,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83770,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83641,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83603,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83598,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83534,Luigi,Pipe Frame,Paper Glider,Azure Roller
Technical,112997,Kamek,Mach 8,Paper Glider,Crimson Slim
Panda,104443,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Technical,112847,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112786,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112609,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112517,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112422,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112371,Kamek,Mach 8,Paper Glider,Crimson Slim
Pii,86666,Rosalina,Koopa Clown,Cloud Glider,Ancient Tires
Army,86653,Pauline,Koopa Clown,Paper Glider,Ancient Tires
Army,86594,Pauline,Koopa Clown,Paper Glider,Ancient Tires
Army,86577,Pauline,Koopa Clown,Paper Glider,Ancient Tires
James,155542,Dry Bowser,Mach 8,Paper Glider,Leaf Tires
Engel,155062,Funky Kong,Mach 8,Paper Glider,Leaf Tires
Engel,155372,Funky Kong,Mach 8,Paper Glider,Leaf Tires
Byron,154881,Funky Kong,Mach 8,Paper Glider,Leaf Tires
Engel,154933,Funky Kong,Mach 8,Paper Glider,Leaf Tires
k,154358,Heavy Mii Moo Moo,Mach 8,Paper Glider,Crimson Slim
Byron,154661,Funky Kong,Mach 8,Paper Glider,Leaf Tires
Pii,153607,Heavy Mii Chain Chomp,Mach 8,Cloud Glider,Wood
しらぬい,154322,Heavy Mii ? Block,Sports Coupe,Paper Glider,Crimson Slim
しらぬい,154241,Heavy Mii ? Block,Sports Coupe,Paper Glider,Crimson Slim
しらぬい,154201,Heavy Mii Moo Moo,Sports Coupe,Paper Glider,Crimson Slim
しらぬい,153960,Funky Kong,Sports Coupe,Paper Glider,Crimson Slim
ths,154294,Heavy Mii Pikmin,Sports Coupe,Paper Glider,Slim
k,154136,Heavy Mii Moo Moo,Mach 8,Paper Glider,Crimson Slim
Pii,153819,Heavy Mii ? Block,Mach 8,Cloud Glider,Wood
deadmate,153453,Funky Kong,Mach 8,Paper Glider,Crimson Slim
Pii,153541,Heavy Mii ? Block,Mach 8,Cloud Glider,Wood
Army,75072,Kamek,Mach 8,Paper Glider,Leaf Tires
Army,74835,Kamek,Mach 8,Paper Glider,Leaf Tires
Army,74778,Kamek,Mach 8,Paper Glider,Leaf Tires
Army,74643,Kamek,Mach 8,Paper Glider,Leaf Tires
Army,74561,Kamek,Mach 8,Paper Glider,Leaf Tires
Calcaire,102129,Blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,82685,Luigi,Pipe Frame,Paper Glider,Azure Roller
ths,101671,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,101755,Orange Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Pii,101365,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Pii,101239,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Pii,101135,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Pii,101133,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Pii,101083,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
ぐち,119719,Yoshi,Biddybuggy,Paper Glider,Roller
ぐち,119675,Yoshi,Biddybuggy,Paper Glider,Roller
ぐち,119541,Yoshi,Biddybuggy,Paper Glider,Roller
ぐち,119449,Yoshi,Biddybuggy,Paper Glider,Roller
K4I,119314,Yoshi,Biddybuggy,Paper Glider,Azure Roller
ぐち,119247,Yoshi,Biddybuggy,Paper Glider,Roller
ぐち,119136,Yoshi,Biddybuggy,Paper Glider,Roller
Alpaco,119441,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alpaco,118737,White Yoshi,Biddybuggy,Cloud Glider,Roller
Brandon,119330,Red Yoshi,Biddybuggy,Flower Glider,Roller
Brandon,119076,Red Yoshi,Biddybuggy,Flower Glider,Roller
Brandon,118881,Red Yoshi,Biddybuggy,Flower Glider,Roller
Panda,132403,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132162,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,132003,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,131547,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,83469,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83391,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83351,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83332,Luigi,Pipe Frame,Paper Glider,Azure Roller
Army,73826,Peachette,Biddybuggy,Paper Glider,Azure Roller
JenZua,107005,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83249,Luigi,Pipe Frame,Paper Glider,Azure Roller
Panda,104314,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,83217,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83166,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83125,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83104,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83086,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106826,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106946,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Panda,116952,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
K4I,118600,Peachette,Biddybuggy,Paper Glider,Azure Roller
JenZua,85563,Koopa Troopa,Streetle,Paper Glider,Sponge
K4I,118567,Peachette,Biddybuggy,Paper Glider,Azure Roller
ぐち,118667,Yoshi,Biddybuggy,Paper Glider,Roller
Vincent,108265,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Alberto,118414,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,108202,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Alberto,118368,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,106668,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Vincent,107993,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Alberto,117944,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Mirai,86504,Peachette,Streetle,Paper Glider,Azure Roller
Vincent,108081,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Alberto,118274,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,118248,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,118161,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Technical,112307,Kamek,Mach 8,Paper Glider,Crimson Slim
Alberto,118090,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Technical,112176,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112068,Kamek,Mach 8,Paper Glider,Crimson Slim
Technical,112005,Kamek,Mach 8,Paper Glider,Crimson Slim
Byron,153242,Heavy Mii Moo Moo,Mach 8,Paper Glider,Slim
Army,86546,Rosalina,Koopa Clown,Cloud Glider,Ancient Tires
Army,86507,Rosalina,Koopa Clown,Cloud Glider,Ancient Tires
Byron,153197,Heavy Mii Toadette,Mach 8,Flower Glider,Crimson Slim
Army,86234,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Calcaire,153154,Funky Kong,Mach 8,Paper Glider,Crimson Slim
Army,86456,Rosalina,Koopa Clown,Cloud Glider,Ancient Tires
Army,86351,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Army,74494,Peachette,Mach 8,Paper Glider,Crimson Slim
Army,74439,Peachette,Mach 8,Paper Glider,Crimson Slim
Army,86169,Rosalina,Koopa Clown,Paper Glider,Ancient Tires
Army,74342,Peachette,Mach 8,Paper Glider,Crimson Slim
Army,74238,Peachette,Mach 8,Paper Glider,Crimson Slim
Pii,100895,Black Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Panda,131475,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Vincent,107877,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Army,76718,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76576,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Mirai,86207,Peachette,Streetle,Paper Glider,Azure Roller
Mirai,86120,Peachette,Streetle,Paper Glider,Azure Roller
ラス,152805,Funky Kong,Sports Coupe,Paper Glider,Slim
Panda,131203,Yellow Yoshi ,Biddybuggy,Paper Glider,Azure Roller
Panda,130656,Yellow Yoshi ,Biddybuggy,Paper Glider,Azure Roller
Army,76562,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76524,Kamek,Teddy Buggy,Super Glider,Crimson Slim
Army,76456,Kamek,Teddy Buggy,Super Glider,Crimson Slim
JenZua,83081,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,83073,Luigi ,Pipe Frame,Paper Glider,Azure Roller
Alberto,118026,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,74212,Peachette,Mach 8,Paper Glider,Crimson Slim
JenZua,83043,Luigi ,Pipe Frame,Paper Glider,Azure Roller
Panda,104184,Yellow Yoshi ,Biddybuggy,Paper Glider,Azure Roller
ヒビキ,96719,Pink Yoshi,Cat Cruiser,Paper Glider,Azure Roller
Army,112431,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
iXA,115721,Tanooki Mario,Teddy Buggy,Paper Glider,Azure Roller
k,120760,Yoshi,Cat Cruiser,Paper Glider,Azure Roller
ささゆき,105568,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
ヒビキ,100755,Peachette,Biddybuggy,Paper Glider,Azure Roller
Technical,85798,Yoshi,Streetle,Paper Glider,Roller
Technical,111869,Kamek,Mach 8,Paper Glider,Crimson Slim
Domenico,152786,Dry Bowser,Sports Coupe,Paper Glider,Slim
Panda,103760,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,104037,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,103856,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,103799,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,74574,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74570,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74559,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74536,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alberto,74426,Kamek,Pipe Frame,Paper Glider,Azure Roller
JenZua,106820,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106604,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106609,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,82904,Luigi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106521,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Army,117937,Peachette,Biddybuggy,Paper Glider,Azure Roller
Army,117729,Pink Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,117713,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,117675,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alberto,117572,Light-blue Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,74148,Peachette,Mach 8,Paper Glider,Crimson Slim
ヒビキ,100827,Peachette,Biddybuggy,Paper Glider,Azure Roller
ヒビキ,100635,Peachette,Biddybuggy,Paper Glider,Azure Roller
Panda,119219,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,118867,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,118951,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,103773,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Ziline,120799,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,120578,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,120508,Peachette,Streetle,Paper Glider,Azure Roller
Ziline,119649,Peachette,Streetle,Paper Glider,Azure Roller
kisaragi,120912,White Yoshi,Streetle,Cloud Glider,Azure Roller
Mirai,86091,Peachette,Streetle,Paper Glider,Azure Roller
Mirai,86014,Peachette,Streetle,Paper Glider,Azure Roller
Mirai,85648,Black Yoshi,Streetle,Paper Glider,Azure Roller
Mirai,85560,Black Yoshi,Streetle,Paper Glider,Azure Roller
Alberto,85847,Light-blue Yoshi,Streetle,Paper Glider,Azure Roller
Technical,85745,Yoshi,Streetle,Paper Glider,Roller
しらぬい,117721,Pink Yoshi,Biddybuggy,Cloud Glider,Azure Roller
Alberto,117023,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,116992,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,116940,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,116929,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,116878,Birdo (Red),Mr. Scooty,Paper Glider,Azure Roller
Calcaire,152779,Funky Kong,Mach 8,Paper Glider,Slim
ヒビキ,100477,Peachette,Biddybuggy,Paper Glider,Azure Roller
Emil,152617,Wario,Sports Coupe,Paper Glider,Crimson Slim
Panda,118757,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,103515,Yellow Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,100424,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,100225,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Alphabet Soup,152602,Funky Kong,Sports Coupe,Cloud Glider,Crimson Slim
Alphabet Soup,152385,Funky Kong,Sports Coupe,Cloud Glider,Crimson Slim
Technical,85475,Yoshi,Streetle,Paper Glider,Roller
SuperFX,111721,Luigi,Mach 8,Paper Glider,Slim
JenZua,106418,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106322,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106221,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
JenZua,106022,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Technical,85433,Yoshi,Streetle,Paper Glider,Roller
Technical,85390,Yoshi,Streetle,Paper Glider,Roller
Technical,85312,Yoshi,Streetle,Paper Glider,Roller
Army,74352,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alphabet Soup,152594,Funky Kong,Sports Coupe,Cloud Glider,Crimson Slim
Army,74263,Kamek,Pipe Frame,Paper Glider,Azure Roller
Alphabet Soup,152506,Funky Kong,Sports Coupe,Cloud Glider,Crimson Slim
StervtL,152454,Funky Kong,Sports Coupe,Paper Glider,Crimson Slim
のり,112199,Blue Yoshi,Streetle,Paper Glider,Azure Roller
Yerson,115665,Tanooki Mario,Teddy Buggy,Paper Glider,Roller
Alberto,74235,Luigi,Pipe Frame,Paper Glider,Azure Roller
Pii,74102,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,74088,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,74031,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,74009,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Army,73892,Yoshi,Biddybuggy,Paper Glider,Azure Roller
JenZua,105960,Orange Yoshi,Pipe Frame,Paper Glider,Azure Roller
Matt,71719,Funky Kong,B Dasher,Super Glider,Cyber Slick
Alberto,116516,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116580,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116682,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116747,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116778,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116796,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
しらぬい,105405,White Yoshi,Biddybuggy,Paper Glider,Azure Roller
Matt,71718,Funky Kong,B Dasher,Super Glider,Cyber Slick
F。,117382,Black Yoshi,Biddybuggy,Paper Glider,Azure Roller
Pii,100039,Orange Yoshi,Biddybuggy,Paper Glider,Azure Roller
Panda,116406,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
ヒビキ,117028,Peachette,Streetle,Paper Glider,Azure Roller
k,120975,Yoshi,Cat Cruiser,Paper Glider,Azure Roller
Vincent,107829,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
Vincent,107664,Pink Yoshi,Teddy Buggy,Paper Glider,Azure Roller
JenZua,82891,Luigi,Pipe Frame,Paper Glider,Azure Roller
Matt,71717,Funky Kong,B Dasher,Super Glider,Cyber Slick
Panda,116506,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116353,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
K4I,152325,Funky Kong,Sports Coupe,Paper Glider,Slim
Alberto,116142,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116315,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116335,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116268,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116311,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116181,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,116256,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Alberto,116170,Red Yoshi,Mr. Scooty,Paper Glider,Azure Roller
StervtL,152368,Funky Kong,Sports Coupe,Paper Glider,Crimson Slim
Panda,116163,Yellow Yoshi,Mr. Scooty,Paper Glider,Azure Roller
Panda,118743,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
Panda,118612,Yellow Yoshi,Streetle,Paper Glider,Azure Roller
