Player Name,Score,Character,Vehicle,Glider,Tires
Luckyo,76780,Waluigi,Wild Wiggler,Paper Glider,Azure Roller
K4I,111617,Waluigi,Yoshi Bike,Paper Glider,Azure Roller
Ronny,113561,Dry Bowser,Biddybuggy,Cloud Glider,Azure Roller
Panda,80864,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
しらぬい,86628,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Army,77051,Wario,Sport Bike,Super Glider,Crimson Slim
Alberto,106176,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,106063,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Lemon,103912,Roy,Biddybuggy,Paper Glider,Azure Roller
Lemon,103843,Roy,Biddybuggy,Paper Glider,Azure Roller
Lemon,103701,Roy,Biddybuggy,Paper Glider,Azure Roller
Army,86624,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Army,86527,Waluigi,Biddybuggy,Paper Glider,Azure Roller
エル,82229,Wario,Splat Buggy,Gold Glider,Slim
エル,82173,Wario,Splat Buggy,Gold Glider,Slim
ヨシ,114307,Roy,Biddybuggy,Paper Glider,Roller
Alberto,106057,Waluigi,Biddybuggy,Paper Glider,Azure Roller
おまえモナー,88079,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Technical,85841,Roy,Biddybuggy,Paper Glider,Azure Roller
Jimmy,85895,Roy,Biddybuggy,Cloud Glider,Azure Roller
Technical,85821,Roy,Biddybuggy,Paper Glider,Azure Roller
Technical,85611,Roy,Biddybuggy,Paper Glider,Azure Roller
Doodle,76780,Donkey Kong,Teddy Buggy,Super Glider,Roller
Army,77067,Wario,Sport Bike,Super Glider,Crimson Slim
ありす,103603,Lemmy,Biddybuggy,Paper Glider,Azure Roller
SuperFX,76737,Waluigi,Cat Cruiser,Super Glider,Roller
Army,76934,Wario,Sport Bike,Super Glider,Crimson Slim
SuperFX,76612,Waluigi,Varmint,Super Glider,Roller
Army,77017,Wario,Sport Bike,Super Glider,Crimson Slim
めめ,103576,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
エル,82159,Wario,Splat Buggy,Gold Glider,Slim
めめ,103536,Baby Daisy,Biddybuggy,Cloud Glider,Azure Roller
しらぬい,103518,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
しらぬい,103363,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
そうめん,105956,Waluigi,Biddybuggy,Paper Glider,Roller
おまえモナー,88044,Roy,Biddybuggy,Cloud Glider,Azure Roller
Play,77267,Dry Bowser,Sport Bike,Super Glider,Crimson Slim
K4I,111001,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
alpha,76240,Waluigi,Varmint,Super Glider,Azure Roller
Ronny,113141,Baby Daisy,Biddybuggy,Paper Glider,Roller
Alberto,112800,Wario,Biddybuggy,Paper Glider,Azure Roller
K4I,111551,Donkey Kong,Yoshi Bike,Paper Glider,Azure Roller
こんこん,114226,Waluigi,Biddybuggy,Paper Glider,Azure Roller
SuperFX,76556,Waluigi,Varmint,Super Glider,Roller
Gudichap,82148,Wario,Splat Buggy,Gold Glider,Slim
SuperFX,76502,Waluigi,Varmint,Super Glider,Roller
Panda,80789,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
しらぬい,86441,Waluigi,Biddybuggy,Paper Glider,Azure Roller
そうめん,105724,Waluigi,Biddybuggy,Paper Glider,Roller
Army,56688,Wario,Sneeker,Gold Glider,Crimson Slim
grace,56741,Wario,Sneeker,Gold Glider,Crimson Slim
SKaR,85560,Waluigi,Biddybuggy,Paper Glider,Roller
berda,85449,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Panda,80837,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Panda,80784,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Panda,80712,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Panda,80709,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
しらぬい,103070,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
しらぬい,102996,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
しらぬい,102811,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
しらぬい,86474,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Army,85413,Wario,Biddybuggy,Paper Glider,Azure Roller
Alberto,84813,Wario,Biddybuggy,Paper Glider,Azure Roller
Technical,81330,Wario,Biddybuggy,Flower Glider,Button
しののめ,62142,Waluigi,Mr. Scooty,Paper Glider,Button
Alberto,62171,Roy,Biddybuggy,Flower Glider,Azure Roller
noah,85153,Wario,Biddybuggy,Paper Glider,Azure Roller
Ronny,113537,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
ふぐヲ,88041,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
エル,82167,Wario,Splat Buggy,Gold Glider,Slim
おまえモナー,88026,Waluigi,Mr. Scooty,Cloud Glider,Azure Roller
エル,82132,Wario,Splat Buggy,Gold Glider,Slim
Panda,80702,Donkey Kong,Teddy Buggy,Paper Glider,Azure Roller
Alpaco,114187,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
エル,107723,Waluigi,Biddybuggy,Paper Glider,Azure Roller
JenZua,63587,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Awoken,66730,Roy,Mr. Scooty,Flower Glider,Roller
K4I,111501,Donkey Kong,Yoshi Bike,Paper Glider,Azure Roller
K4I,111484,Donkey Kong,Yoshi Bike,Paper Glider,Azure Roller
エル,82112,Wario,Splat Buggy,Gold Glider,Slim
エル,82107,Wario,Splat Buggy,Gold Glider,Slim
エル,82100,Wario,Splat Buggy,Gold Glider,Slim
エル,82079,Wario,Splat Buggy,Gold Glider,Slim
エル,82072,Wario,Splat Buggy,Gold Glider,Slim
おまえモナー,88025,Waluigi,Mr. Scooty,Cloud Glider,Azure Roller
エル,82059,Wario,Splat Buggy,Gold Glider,Slim
エル,82058,Wario,Splat Buggy,Gold Glider,Slim
Alberto,82021,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
Alberto,81914,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
JenZua,63649,Waluigi,Biddybuggy,Paper Glider,Azure Roller
JenZua,63467,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,76079,Wario,Landship,Super Glider,Azure Roller
noah,85130,Wario,Biddybuggy,Paper Glider,Azure Roller
alpha,59311,Wario,Gold Standard,Gold Glider,Crimson Slim
alpha,59265,Wario,Gold Standard,Gold Glider,Slim
Alberto,59230,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59220,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59215,Wario,Gold Standard,Gold Glider,Crimson Slim
Alberto,59188,Wario,Gold Standard,Gold Glider,Crimson Slim
AK,114097,Waluigi,Biddybuggy,Paper Glider,Azure Roller
AK,113952,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,81894,Roy,Biddybuggy,Parachute,Azure Roller
しらぬい,81829,Donkey Kong,Biddybuggy,Cloud Glider,Azure Roller
おまえモナー,87946,Waluigi,Mr. Scooty,Cloud Glider,Azure Roller
DavidFire,63440,Waluigi,Biddybuggy,Paper Glider,Azure Roller
noah,85020,Wario,Biddybuggy,Paper Glider,Azure Roller
Army,74811,Waluigi,Biddybuggy,Paper Glider,Azure Roller
AK,113856,Waluigi,Biddybuggy,Cloud Glider,Azure Roller
Ronny,75717,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Ronny,75680,Roy,Biddybuggy,Paper Glider,Azure Roller
alpha,63387,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,81696,Waluigi,Biddybuggy,Paper Glider,Azure Roller
alpha,63113,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Technical,63082,Roy,Biddybuggy,Paper Glider,Azure Roller
K4I,87940,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
kisaragi,62982,Roy,Biddybuggy,Cloud Glider,Azure Roller
K4I,87938,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
JenZua,62968,Waluigi,Biddybuggy,Paper Glider,Azure Roller
JenZua,62898,Waluigi,Biddybuggy,Paper Glider,Azure Roller
JenZua,62640,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Army,81681,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Alberto,86383,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
しらぬい,102485,Baby Rosalina,Biddybuggy,Paper Glider,Azure Roller
ain,87838,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
ain,87889,Roy,Mr. Scooty,Paper Glider,Azure Roller
Alberto,113329,Dry Bowser,Biddybuggy,Paper Glider,Azure Roller
しらぬい,113917,Roy,Biddybuggy,Cloud Glider,Azure Roller
AK,113829,Waluigi,Biddybuggy,Paper Glider,Azure Roller
Tane,85084,Roy,Biddybuggy,Cloud Glider,Azure Roller
しらぬい,113758,Donkey Kong,Biddybuggy,Paper Glider,Azure Roller
noah,85022,Wario,Biddybuggy,Paper Glider,Azure Roller
Alberto,105678,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
SuperFX,76463,Waluigi,Varmint,Super Glider,Roller
SuperFX,76494,Waluigi,Varmint,Super Glider,Roller
noah,84930,Wario,Biddybuggy,Paper Glider,Azure Roller
しらぬい,113638,Roy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105392,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Luckyo,76451,Waluigi,Varmint,Super Glider,Roller
Alberto,105635,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105597,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105591,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105516,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Braydon,113433,Dry Bowser,Biddybuggy,Paper Glider,Azure Roller
EternalX,62579,Roy,Biddybuggy,Cloud Glider,Azure Roller
AK,113744,Waluigi,Biddybuggy,Paper Glider,Azure Roller
AK,113700,Waluigi,Biddybuggy,Paper Glider,Azure Roller
しらぬい,113461,Roy,Biddybuggy,Paper Glider,Azure Roller
ありす,102595,Lemmy,Biddybuggy,Paper Glider,Roller
EternalX,62467,Roy,Biddybuggy,Cloud Glider,Azure Roller
Ronny,75648,Waluigi,Biddybuggy,Paper Glider,Roller
Alberto,105420,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105249,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,105182,Baby Daisy,Biddybuggy,Paper Glider,Azure Roller
Alberto,113314,Dry Bowser,Biddybuggy,Paper Glider,Azure Roller
Army,76851,Wario,Sport Bike,Super Glider,Crimson Slim
noah,84960,Wario,Biddybuggy,Paper Glider,Azure Roller
K4I,81617,Waluigi,Biddybuggy,Paper Glider,Azure Roller
JenZua,62372,Waluigi,Biddybuggy,Paper Glider,Azure Roller
ain,87777,Waluigi,Mr. Scooty,Paper Glider,Azure Roller
